date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:55:27	2128/2128	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:28%20GMT	https://daynightonline.in/Ui/adminUi/php/getCurrentTicket.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getCurrentTicket.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:28	7125/7125	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:28%20GMT	https://daynightonline.in/Ui/adminUi/php/getCurrentWinner.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getCurrentWinner.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:29	17/17	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:29%20GMT	https://daynightonline.in/Ui/adminUi/php/checkLastTransaction.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/checkLastTransaction.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:29	919/919	---M--	200	added ('OK')	application/pdf	date:Sat,%2004%20Mar%202023%2008:25:30%20GMT	https://daynightonline.in/Ui/commonApi/printPdf.php?type=	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/commonApi/04_03_2023%2008_25_30%20AM47d9.pdf	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:29	316/316	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:30%20GMT	https://daynightonline.in/Ui/agentUi/php/login.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/login.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:30	27181/27181	---M-Z	200	added ('OK')	text/html	etag:%226a2d-63f8b396-9354dc081c35830e;gz%22	https://daynightonline.in/Ui/agentUi/home.html	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/home.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:30	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-632d8812-70ef591507445cb1;gz%22	https://daynightonline.in/Ui/agentUi/php/saveJsonFile.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/saveJsonFile.5b.delayed	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:30	593/593	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:31%20GMT	https://daynightonline.in/Ui/agentUi/php/getJsonFile.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/getJsonFile.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:31	363/363	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:31%20GMT	https://daynightonline.in/Ui/agentUi/php/getBusinessInfo.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/getBusinessInfo.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:31	32/32	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:32%20GMT	https://daynightonline.in/Ui/agentUi/php/getAgentJson.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/getAgentJson.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:31	177/177	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:32%20GMT	https://daynightonline.in/Ui/agentUi/php/getSoldTicket.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/getSoldTicket.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:32	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:32%20GMT	https://daynightonline.in/Ui/agentUi/php/getAgentList.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/getAgentList.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:32	3821/3821	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:33%20GMT	https://daynightonline.in/Ui/agentUi/php/getAllTicket.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/getAllTicket.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:32	2115/2115	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:33%20GMT	https://daynightonline.in/Ui/agentUi/php/getTicketDetail.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/getTicketDetail.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:32	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:33%20GMT	https://daynightonline.in/Ui/agentUi/php/getAgentDetail.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/getAgentDetail.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:33	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:33%20GMT	https://daynightonline.in/Ui/agentUi/php/book.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/php/book.html	(from https://daynightonline.in/Ui/agentUi/js/home.js?v=53)
13:55:33	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:34%20GMT	https://daynightonline.in/Ui/adminUi/php/getAnouncement.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getAnouncement.php	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:33	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:34%20GMT	https://daynightonline.in/Ui/adminUi/php/searchAgent.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/searchAgent.php	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:33	184/184	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:34%20GMT	https://daynightonline.in/Ui/adminUi/php/saveAnnouncement.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/saveAnnouncement.php	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:33	43/43	---M-Z	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2008:25:34%20GMT	https://daynightonline.in/Ui/adminUi/php/printPoster.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/printPoster.65.delayed	(from https://daynightonline.in/Ui/adminUi/home.html)
